2;3;0;12;84;0.08301544
1;3;0;28;58;0.40879466
2;1;0;550;46;0.51528499
2;1;0;870;24;0.39688235
2;4;1;20;25;0.22272271
1;3;0;102;64;0.29234964
1;1;0;812;93;0.5840659
1;2;0;988;52;0.49091149
2;1;0;704;34;0.92299912
1;2;0;478;39;0.27979485
2;5;0;794;65;0.77170687
1;4;0;432;91;0.85685036
1;1;1;268;41;0.75810797
2;3;1;366;79;0.85030203
1;2;0;667;21;0.40929666
2;1;0;816;90;0.05501699
2;3;0;730;79;0.57812295
1;3;1;394;88;0.74505186
1;1;0;844;45;0.88631354
2;2;0;969;49;0.03078879
2;3;0;786;91;0.62488523
1;3;0;255;46;0.60353784
1;1;0;401;90;0.07725235
2;1;0;476;55;0.41383556
2;4;0;448;31;0.34270536
1;3;0;74;100;0.20221879
2;2;0;371;89;0.84022586
1;1;0;346;30;0.2660788
1;1;0;153;93;0.83117473
2;3;0;290;27;0.38467906
1;3;0;490;81;0.82071358
1;1;0;364;36;0.30771626
2;1;0;184;74;0.43999985
2;4;0;806;39;0.86540659
1;4;0;631;52;0.11065186
2;2;0;643;76;0.9699728
2;2;0;43;32;0.19247162
1;2;0;497;46;0.93942257
1;1;1;293;90;0.14859335
1;1;0;672;70;0.31753264
1;2;1;213;83;0.13487515
1;2;0;880;53;0.82516038
2;2;1;1;86;0.6715456
2;3;0;839;49;0.24243293
1;3;0;897;63;0.41880536
2;1;1;72;92;0.32778535
1;1;0;455;60;0.95309489
2;1;1;352;49;0.2483377
2;3;0;802;77;0.4477602
1;2;0;507;73;0.149698
1;1;1;824;83;0.42078605
2;1;0;496;79;0.83612887
2;3;0;456;65;0.52189588
1;3;0;408;85;0.21786899
1;1;0;651;85;0.24756716
2;1;0;506;47;0.36600724
1;1;0;694;32;0.23339735
2;2;0;979;21;0.7446484
1;2;0;264;36;0.1943701
2;1;0;518;93;0.56295019
2;3;0;686;87;0.48503395
1;3;0;695;58;0.44446754
1;1;0;97;62;0.05140053
2;2;0;26;54;0.30643673
1;1;1;114;100;0.57031124
1;1;0;644;96;0.00045094
2;4;0;35;95;0.49501303
2;4;0;533;21;0.56526372
1;4;1;71;48;0.34667346
2;2;0;133;84;0.18840204
2;3;0;596;41;0.63741696
1;3;0;237;72;0.88615841
2;2;0;467;39;0.81023634
2;1;0;563;79;0.8807483
2;1;0;141;86;0.5810788
2;3;0;187;30;0.35061405
1;2;0;337;92;0.18743698
2;1;0;323;65;0.94768351
2;1;0;318;100;0.31660414
1;1;0;353;59;0.16951293
1;1;0;991;45;0.39444937
1;4;0;522;97;0.18166545
2;3;0;418;40;0.94361437
1;2;0;281;53;0.76709165
2;1;0;826;55;0.51870377
2;1;0;244;68;0.90923897
2;1;0;531;25;0.63926572
2;4;0;157;84;0.18032996
1;4;0;603;35;0.45169503
2;1;0;614;30;0.22034283
2;1;0;246;64;0.48560456
2;3;0;964;82;0.22968242
1;3;0;840;62;0.16326001
2;1;0;345;44;0.34112322
2;3;0;188;38;0.33204989
1;3;0;803;25;0.30239486
1;1;0;576;27;0.47309806
1;1;0;998;65;0.48611203
2;1;0;802;89;0.8369241
2;1;0;599;64;0.67138695
1;5;0;931;29;0.32202187
1;4;0;892;28;0.4358705
2;2;0;605;95;0.41095102
1;2;0;700;75;0.15850648
2;1;0;820;65;0.19865149
1;1;0;584;88;0.80364905
2;3;0;808;99;0.52911537
1;3;0;712;76;0.91761974
1;1;0;407;63;0.39164413
2;1;0;366;33;0.18679919
2;1;0;317;65;0.34959047
2;1;0;763;96;0.14078818
1;4;0;746;76;0.48157417
2;3;0;542;60;0.86983815
1;3;0;424;77;0.20443219
2;1;0;520;46;0.22605299
2;1;0;899;39;0.19654301
2;1;0;939;80;0.20762744
2;1;0;554;86;0.54725806
2;3;0;558;23;0.90353276
1;3;0;645;45;0.61164034
2;1;0;65;50;0.53762385
1;1;0;950;80;0.97320193
1;1;0;312;48;0.93238408
2;1;0;532;64;0.12703328
2;5;0;80;38;0.77442597
1;4;0;708;27;0.09306438
2;1;1;899;50;0.97875555
2;1;0;794;54;0.89043252
2;1;0;704;60;0.50992415
2;3;0;206;36;0.29168941
1;3;0;348;88;0.31149329
2;3;0;911;55;0.449863
1;2;0;311;54;0.36756546
2;1;0;935;44;0.75418504
1;1;0;172;64;0.01885501
2;1;0;640;94;0.75965722
1;1;0;992;25;0.9746999
2;4;0;269;62;0.78857264
1;4;0;349;33;0.6342551
2;2;0;338;44;0.32172405
2;1;0;376;90;0.37511731
2;1;0;714;78;0.18819835
1;2;1;429;51;0.59871091
1;2;0;191;77;0.05145281
1;1;0;319;29;0.10365661
2;2;0;45;76;0.71302054
2;4;0;386;93;0.6556131
1;4;1;852;87;0.3722531
1;1;0;887;70;0.90513731
2;1;0;175;99;0.595368
2;1;0;180;45;0.84444822
2;1;0;748;71;0.86123155
1;2;0;203;23;0.26907151
1;1;1;639;44;0.97174369
1;3;0;560;35;0.99535241
2;2;0;952;78;0.79187017
2;2;0;639;60;0.38152007
1;2;0;408;79;0.68966069
2;3;0;127;59;0.49288018
1;3;0;623;56;0.46209873
1;1;0;728;32;0.67469307
2;1;0;859;90;0.87260264
2;1;0;917;91;0.97327645
2;1;0;190;47;0.69227689
2;1;0;365;60;0.28879954
1;1;1;974;51;0.30313186
2;2;0;494;43;0.11162732
2;5;0;283;90;0.00678611
2;1;0;7;52;0.14358734
1;3;0;889;78;0.19145345
2;1;0;2;56;0.59219343
2;1;0;505;25;0.83249911
2;1;0;701;66;0.88568563
2;1;0;661;90;0.81879863
2;4;0;410;57;0.84833338
1;4;1;987;33;0.97293588
1;2;0;251;94;0.79463464
1;1;0;779;30;0.38098039
2;3;0;592;98;0.10904119
1;3;0;939;27;0.14577967
1;1;0;164;35;0.18405296
1;1;0;27;45;0.66206888
2;3;0;918;73;0.51615359
1;3;0;138;28;0.75843361
1;1;0;213;21;0.55298493
1;1;0;84;21;0.59745235
2;1;0;200;99;0.13413322
2;1;0;660;83;0.67878186
2;1;0;667;68;0.37495191
2;1;0;103;30;0.34624869
2;3;0;691;74;0.48684723
2;1;0;338;69;0.76209888
1;3;0;783;57;0.27802898
2;1;0;264;32;0.88199376
1;1;0;43;68;0.41609479
1;2;0;269;87;0.0279927
1;4;0;505;66;0.50606291
2;2;0;259;25;0.86755992
1;2;0;210;22;0.15944292
1;6;0;893;43;0.31942753
2;2;0;969;73;0.8641766
2;2;0;844;23;0.12548371
1;2;0;819;40;0.93899073
2;1;0;879;22;0.86520299
2;2;0;526;61;0.30360511
2;2;0;249;70;0.38619507
1;2;0;695;24;0.54845928
1;2;0;366;26;0.39076389
2;4;0;75;70;0.81726992
1;2;0;302;52;0.1905741
2;1;0;540;58;0.3838499
2;1;0;525;40;0.50130819
2;3;0;598;47;0.28397588
1;3;0;146;35;0.60472313
2;1;0;572;47;0.84535895
2;2;0;487;25;0.45064808
1;1;0;887;29;0.98046849
1;1;0;25;57;0.44870813
2;1;0;288;52;0.9544056
2;2;0;109;72;0.61757282
1;2;0;696;49;0.38555329
1;1;0;525;73;0.50729992
2;1;0;786;65;0.92954762
1;1;0;357;58;0.1250593
1;4;0;376;55;0.89491223
1;2;0;254;93;0.3338174
2;2;0;84;74;0.78343378
2;2;0;932;54;0.80233828
2;2;0;349;43;0.61258202
1;3;0;790;52;0.41495013
2;1;0;829;39;0.58264204
1;4;0;740;81;0.26848084
2;2;0;636;58;0.32174635
2;2;0;134;92;0.54356824
2;1;0;176;34;0.53181294
2;2;0;306;99;0.23993518
2;2;0;846;53;0.71698002
2;3;0;635;64;0.93858168
1;3;0;708;88;0.38586011
1;1;0;573;56;0.63713145
2;1;1;58;84;0.21283927
2;1;0;353;85;0.879526
1;1;0;762;36;0.76415646
2;1;0;858;46;0.48668836
2;3;1;634;76;0.7549806
1;3;0;124;39;0.64111622
2;1;0;258;45;0.16495552
2;1;0;236;75;0.8521215
1;1;1;807;29;0.59345014
2;3;1;449;60;0.5411028
2;4;0;972;53;0.11399176
1;4;0;632;60;0.62997819
2;2;0;558;72;0.08064497
1;2;0;984;42;0.05837538
1;2;0;953;86;0.90755936
2;5;0;252;40;0.6701292
1;3;0;918;41;0.25309394
2;1;0;186;56;0.97007326
1;2;1;419;62;0.34586702
2;2;0;482;67;0.91134859
1;2;0;858;67;0.08019932
2;1;0;872;35;0.05101585
2;3;0;581;49;0.29531616
1;3;0;235;58;0.23713996
1;1;0;305;83;0.82434615
2;1;0;263;89;0.17970384
2;1;0;188;87;0.36721186
2;5;0;354;99;0.0091122
1;2;1;437;97;0.21214792
1;2;0;640;54;0.93679958
2;3;0;231;28;0.65916819
1;3;0;119;25;0.2644169
2;1;0;106;85;0.94858087
2;1;1;652;48;0.1427395
1;1;0;107;59;0.68884712
2;1;0;300;60;0.89340836
1;1;0;521;33;0.18239533
2;1;0;584;63;0.67719744
2;5;0;638;45;0.60408851
1;4;0;430;75;0.56659264
2;2;0;891;70;0.45973189
1;2;0;904;95;0.39165696
2;1;0;792;80;0.06516978
1;1;0;976;94;0.68875435
2;1;0;179;46;0.4629746
2;3;0;145;43;0.90983743
1;3;1;7;73;0.06839261
1;2;0;607;98;0.31677214
2;1;0;136;43;0.06383173
2;3;0;201;39;0.06722323
2;3;0;260;55;0.74028196
1;2;0;163;91;0.1147934
2;2;0;832;48;0.15460567
2;4;0;551;47;0.3418347
1;4;0;973;94;0.58266107
1;2;0;829;79;0.17162885
1;2;0;552;97;0.97733191
2;3;0;885;60;0.80280036
1;3;0;526;32;0.66807539
1;1;0;395;93;0.27812151
1;2;0;272;96;0.78175229
1;3;0;770;31;0.08652431
1;2;0;382;35;0.75558312
2;3;0;943;20;0.32648576
1;2;0;892;96;0.2680009
1;1;0;587;92;0.26000661
2;1;0;827;76;0.27386063
2;2;0;329;77;0.30476461
1;2;0;155;85;0.84931519
2;4;1;440;60;0.60148859
1;3;0;933;43;0.19116303
1;1;0;994;76;0.33740512
2;1;0;194;27;0.66030465
1;1;0;729;51;0.17049077
1;1;0;507;55;0.68925357
2;1;0;979;75;0.69581214
2;2;0;391;99;0.51055992
2;2;1;731;39;0.04055621
1;2;0;339;82;0.61178388
2;1;0;726;86;0.30941388
2;2;0;792;94;0.49362535
1;2;0;990;53;0.77803859
2;1;0;250;20;0.69004225
2;3;0;632;96;0.69195274
1;3;0;883;84;0.79257523
2;1;0;364;98;0.63002183
1;1;0;514;60;0.952759
2;1;0;338;81;0.46371621
1;1;0;769;47;0.75833632
2;2;0;450;72;0.25569269
1;2;0;16;72;0.56248413
1;1;0;451;87;0.12285183
2;4;0;273;76;0.66637739
1;3;0;575;87;0.9511322
1;1;0;22;63;0.6606547
1;1;0;350;96;0.22686515
2;1;0;528;77;0.85445145
2;1;0;814;42;0.73300295
2;3;0;339;30;0.00697088
1;2;0;856;63;0.07053675
2;4;0;703;62;0.15159699
1;3;0;942;78;0.78762146
2;2;0;50;76;0.32403705
1;1;0;338;27;0.61005505
2;3;0;623;34;0.38189719
1;3;0;296;79;0.74469053
1;1;0;562;23;0.51074342
2;3;0;372;66;0.72365241
1;3;0;783;70;0.74243175
1;1;0;796;89;0.28165686
2;1;0;574;30;0.76727929
2;3;0;893;95;0.68298516
1;3;0;371;96;0.09461932
1;1;0;586;29;0.11748889
1;1;0;321;28;0.34413586
2;2;0;432;22;0.76352517
1;1;0;935;75;0.85528958
2;1;0;833;71;0.55357437
2;1;0;831;37;0.78920932
2;4;0;304;48;0.92249853
1;4;0;243;79;0.4926955
1;2;0;444;30;0.5162448
1;2;0;805;44;0.01447805
2;2;0;543;66;0.36752721
1;4;0;949;41;0.5713271
2;2;0;880;84;0.2883828
2;2;0;48;79;0.76789349
2;2;0;7;41;0.84798121
1;2;0;963;26;0.88923118
2;4;0;337;38;0.41080664
1;3;0;656;77;0.45971494
1;1;0;602;87;0.10904365
1;4;0;739;87;0.63158379
2;4;0;205;76;0.22415224
1;4;0;885;46;0.46117373
1;2;0;351;70;0.86115388
2;4;1;9;34;0.89889464
1;4;0;831;47;0.14706631
2;2;0;38;53;0.27320914
2;2;0;756;53;0.61424471
1;5;0;711;42;0.01308075
1;3;0;632;32;0.32723054
1;3;0;802;62;0.94829403
2;2;0;898;96;0.41337926
1;2;0;753;65;0.36644651
2;1;0;158;36;0.05419812
1;1;0;70;75;0.19649367
2;2;0;314;46;0.52982886
1;2;0;751;67;0.78528933
1;1;0;729;69;0.30086347
2;3;1;562;32;0.25294511
1;3;0;756;95;0.47412586
2;1;0;660;42;0.68134363
2;1;0;599;92;0.85345565
2;1;1;874;100;0.06879394
2;3;0;916;30;0.04074038
1;3;0;490;79;0.89709047
2;2;1;35;52;0.95841198
1;1;0;59;30;0.87562455
1;1;0;819;92;0.94882113
2;2;0;223;47;0.28535494
2;1;1;136;55;0.35321697
2;3;0;705;84;0.83660575
1;3;1;295;82;0.43398474
1;1;0;437;30;0.08743629
2;1;0;574;27;0.4871753
2;2;0;351;41;0.68356527
2;1;0;677;71;0.69607801
2;1;0;117;96;0.22647464
1;3;0;603;74;0.89764161
2;1;0;384;49;0.82204046
2;1;0;243;40;0.14450802
1;1;0;406;42;0.42475114
1;3;0;893;46;0.73226004
2;1;0;42;41;0.308536
2;1;0;353;37;0.20621404
2;3;0;315;82;0.77970547
1;3;0;739;80;0.31286608
1;1;0;559;49;0.47624719
1;1;0;775;46;0.46371235
2;1;0;465;47;0.22064481
2;1;0;906;50;0.62093119
